building_id,timestamp,consumption_kwh,voltage,current_amp,power_factor,is_peak_hour
BH1,2026-05-09T15:00:00,9.01,230.41,22.59,0.94,False
BH1,2026-05-09T16:00:00,9.95,231.9,24.78,0.87,False
BH1,2026-05-09T17:00:00,11.55,230.98,28.88,0.91,False
BH1,2026-05-09T18:00:00,14.76,227.6,37.45,0.94,False
BH1,2026-05-09T19:00:00,14.91,233.02,36.93,0.95,False
BH1,2026-05-09T20:00:00,17.6,225.04,45.15,0.94,False
BH1,2026-05-09T21:00:00,16.74,230.18,41.99,0.92,False
BH1,2026-05-09T22:00:00,12.57,226.28,32.07,0.91,False
BH1,2026-05-09T23:00:00,8.55,233.48,21.14,0.91,False
BH1,2026-05-10T00:00:00,5.78,224.81,14.85,0.9,False
BH1,2026-05-10T01:00:00,4.53,228.84,11.43,0.94,False
BH1,2026-05-10T02:00:00,3.96,234.29,9.75,0.93,False
BH1,2026-05-10T03:00:00,3.03,230.66,7.58,0.93,False
BH1,2026-05-10T04:00:00,2.99,233.34,7.41,0.95,False
BH1,2026-05-10T05:00:00,2.9,224.42,7.46,0.9,False
BH1,2026-05-10T06:00:00,3.59,223.65,9.27,0.92,False
BH1,2026-05-10T07:00:00,5.29,237.08,12.88,0.93,False
BH1,2026-05-10T08:00:00,7.75,230.39,19.42,0.88,False
BH1,2026-05-10T09:00:00,8.08,226.66,20.57,0.88,False
BH1,2026-05-10T10:00:00,8.61,231.65,21.45,0.85,False
BH1,2026-05-10T11:00:00,9.05,228.17,22.9,0.94,False
BH1,2026-05-10T12:00:00,9.08,229.57,22.83,0.95,False
BH1,2026-05-10T13:00:00,9.04,239.37,21.81,0.9,False
BH1,2026-05-10T14:00:00,8.52,227.28,21.66,0.92,False
BH1,2026-05-10T15:00:00,7.66,232.87,19.0,0.93,False
BH1,2026-05-10T16:00:00,7.54,230.44,18.88,0.93,False
BH1,2026-05-10T17:00:00,10.78,228.89,27.2,0.94,False
BH1,2026-05-10T18:00:00,11.23,243.82,26.59,0.93,False
BH1,2026-05-10T19:00:00,12.84,237.19,31.24,0.93,False
BH1,2026-05-10T20:00:00,13.44,227.17,34.15,0.97,False
BH1,2026-05-10T21:00:00,12.67,232.99,31.39,0.88,False
BH1,2026-05-10T22:00:00,9.14,229.72,22.98,0.87,False
BH1,2026-05-10T23:00:00,6.8,239.23,16.42,0.94,False
BH1,2026-05-11T00:00:00,5.31,228.22,13.44,0.96,False
BH1,2026-05-11T01:00:00,3.8,224.38,9.78,0.93,False
BH1,2026-05-11T02:00:00,3.26,227.2,8.28,0.9,False
BH1,2026-05-11T03:00:00,2.71,219.49,7.14,0.9,False
BH1,2026-05-11T04:00:00,2.77,231.48,6.92,0.92,False
BH1,2026-05-11T05:00:00,3.22,227.44,8.16,0.95,False
BH1,2026-05-11T06:00:00,7.92,234.69,19.49,0.96,False
BH1,2026-05-11T07:00:00,13.01,228.09,32.94,0.91,False
BH1,2026-05-11T08:00:00,10.8,228.29,27.31,0.99,False
BH1,2026-05-11T09:00:00,4.77,233.49,11.78,0.95,False
BH1,2026-05-11T10:00:00,2.95,231.04,7.36,0.91,True
BH1,2026-05-11T11:00:00,2.97,235.0,7.31,0.91,True
BH1,2026-05-11T12:00:00,3.78,223.71,9.76,0.88,True
BH1,2026-05-11T13:00:00,2.98,226.88,7.57,0.9,True
BH1,2026-05-11T14:00:00,2.08,235.2,5.1,0.93,True
BH1,2026-05-11T15:00:00,3.18,226.13,8.11,0.94,True
BH1,2026-05-11T16:00:00,4.98,232.9,12.34,0.92,True
BH1,2026-05-11T17:00:00,7.69,236.16,18.81,0.89,False
BH1,2026-05-11T18:00:00,11.76,230.17,29.51,0.93,False
BH1,2026-05-11T19:00:00,13.57,220.05,35.61,0.92,False
BH1,2026-05-11T20:00:00,20.17,232.14,50.15,0.89,False
BH1,2026-05-11T21:00:00,15.47,228.66,39.06,0.97,False
BH1,2026-05-11T22:00:00,10.07,235.49,24.68,0.93,False
BH1,2026-05-11T23:00:00,6.83,224.98,17.52,0.94,False
BH1,2026-05-12T00:00:00,5.66,241.29,13.55,0.94,False
BH1,2026-05-12T01:00:00,4.86,232.98,12.04,0.98,False
BH1,2026-05-12T02:00:00,3.5,229.21,8.81,0.88,False
BH1,2026-05-12T03:00:00,3.0,230.42,7.51,0.93,False
BH1,2026-05-12T04:00:00,3.07,231.1,7.68,0.89,False
BH1,2026-05-12T05:00:00,3.98,229.83,10.0,0.9,False
BH1,2026-05-12T06:00:00,8.17,228.75,20.62,0.93,False
BH1,2026-05-12T07:00:00,14.61,230.53,36.59,0.94,False
BH1,2026-05-12T08:00:00,10.38,236.47,25.35,0.88,False
BH1,2026-05-12T09:00:00,5.15,230.28,12.91,0.96,False
BH1,2026-05-12T10:00:00,3.38,223.46,8.74,0.9,True
BH1,2026-05-12T11:00:00,3.1,240.04,7.45,0.94,True
BH1,2026-05-12T12:00:00,3.42,228.58,8.64,0.9,True
BH1,2026-05-12T13:00:00,3.21,224.92,8.23,0.92,True
BH1,2026-05-12T14:00:00,2.17,222.2,5.64,0.87,True
BH1,2026-05-12T15:00:00,3.34,234.1,8.25,0.92,True
BH1,2026-05-12T16:00:00,4.31,230.55,10.8,0.89,True
BH1,2026-05-12T17:00:00,7.36,235.21,18.06,0.96,False
BH1,2026-05-12T18:00:00,11.23,225.94,28.7,0.94,False
BH1,2026-05-12T19:00:00,15.52,228.69,39.18,0.97,False
BH1,2026-05-12T20:00:00,17.22,220.16,45.17,0.97,False
BH1,2026-05-12T21:00:00,17.26,239.39,41.63,0.91,False
BH1,2026-05-12T22:00:00,9.32,230.38,23.36,0.92,False
BH1,2026-05-12T23:00:00,6.47,218.73,17.08,0.9,False
BH1,2026-05-13T00:00:00,5.42,233.47,13.41,0.9,False
BH1,2026-05-13T01:00:00,4.57,228.53,11.55,0.92,False
BH1,2026-05-13T02:00:00,3.71,225.72,9.48,0.92,False
BH1,2026-05-13T03:00:00,3.73,235.22,9.15,0.94,False
BH1,2026-05-13T04:00:00,3.25,234.78,7.98,0.9,False
BH1,2026-05-13T05:00:00,3.76,224.76,9.65,0.9,False
BH1,2026-05-13T06:00:00,8.66,237.34,21.07,0.96,False
BH1,2026-05-13T07:00:00,13.72,227.72,34.78,0.91,False
BH1,2026-05-13T08:00:00,11.68,229.9,29.32,0.94,False
BH1,2026-05-13T09:00:00,5.55,240.43,13.32,0.9,False
BH1,2026-05-13T10:00:00,3.64,225.0,9.33,0.91,True
BH1,2026-05-13T11:00:00,3.28,233.37,8.12,0.89,True
BH1,2026-05-13T12:00:00,3.72,225.08,9.55,0.91,True
BH1,2026-05-13T13:00:00,3.31,221.98,8.6,0.91,True
BH1,2026-05-13T14:00:00,2.75,229.19,6.92,0.92,True
BH1,2026-05-13T15:00:00,3.45,224.97,8.86,0.89,True
BH1,2026-05-13T16:00:00,4.09,234.54,10.06,0.91,True
BH1,2026-05-13T17:00:00,8.7,233.65,21.5,0.94,False
BH1,2026-05-13T18:00:00,11.83,227.04,30.08,0.99,False
BH1,2026-05-13T19:00:00,16.68,238.43,40.4,0.87,False
BH1,2026-05-13T20:00:00,17.69,234.84,43.48,0.95,False
BH1,2026-05-13T21:00:00,18.33,233.4,45.35,0.93,False
BH1,2026-05-13T22:00:00,11.14,234.01,27.49,0.91,False
BH1,2026-05-13T23:00:00,7.86,234.86,19.32,0.92,False
BH1,2026-05-14T00:00:00,4.88,236.85,11.9,0.93,False
BH1,2026-05-14T01:00:00,3.82,234.45,9.42,0.93,False
BH1,2026-05-14T02:00:00,3.0,225.97,7.65,0.95,False
BH1,2026-05-14T03:00:00,2.92,227.12,7.41,0.93,False
BH1,2026-05-14T04:00:00,3.12,241.85,7.46,0.92,False
BH1,2026-05-14T05:00:00,3.9,232.42,9.69,0.93,False
BH1,2026-05-14T06:00:00,7.65,230.63,19.15,0.89,False
BH1,2026-05-14T07:00:00,12.34,229.73,31.02,0.91,False
BH1,2026-05-14T08:00:00,10.15,229.55,25.53,0.91,False
BH1,2026-05-14T09:00:00,4.75,238.65,11.48,0.94,False
BH1,2026-05-14T10:00:00,3.61,230.11,9.07,0.93,True
BH1,2026-05-14T11:00:00,3.0,225.62,7.69,0.94,True
BH1,2026-05-14T12:00:00,2.72,231.29,6.8,0.88,True
BH1,2026-05-14T13:00:00,2.26,231.62,5.63,0.93,True
BH1,2026-05-14T14:00:00,2.45,238.44,5.93,0.91,True
BH1,2026-05-14T15:00:00,2.93,229.96,7.37,0.94,True
BH1,2026-05-14T16:00:00,4.22,226.13,10.79,0.96,True
BH1,2026-05-14T17:00:00,7.37,228.12,18.65,0.93,False
BH1,2026-05-14T18:00:00,13.2,222.95,34.19,0.93,False
BH1,2026-05-14T19:00:00,14.0,234.74,34.43,0.91,False
BH1,2026-05-14T20:00:00,16.14,229.92,40.52,0.93,False
BH1,2026-05-14T21:00:00,16.54,233.67,40.87,0.96,False
BH1,2026-05-14T22:00:00,9.08,223.61,23.45,0.9,False
BH1,2026-05-14T23:00:00,7.17,239.15,17.3,0.93,False
BH1,2026-05-15T00:00:00,5.36,229.45,13.47,0.9,False
BH1,2026-05-15T01:00:00,4.37,225.11,11.2,0.91,False
BH1,2026-05-15T02:00:00,3.19,234.2,7.87,0.9,False
BH1,2026-05-15T03:00:00,3.09,221.39,8.05,0.91,False
BH1,2026-05-15T04:00:00,3.0,225.41,7.69,0.91,False
BH1,2026-05-15T05:00:00,2.75,224.23,7.09,0.87,False
BH1,2026-05-15T06:00:00,9.12,229.87,22.9,0.84,False
BH1,2026-05-15T07:00:00,13.92,232.13,34.62,0.92,False
BH1,2026-05-15T08:00:00,10.6,229.35,26.68,0.91,False
BH1,2026-05-15T09:00:00,5.19,230.29,13.02,0.9,False
BH1,2026-05-15T10:00:00,3.64,226.03,9.31,0.91,True
BH1,2026-05-15T11:00:00,3.3,235.42,8.1,0.95,True
BH1,2026-05-15T12:00:00,2.97,229.06,7.49,0.89,True
BH1,2026-05-15T13:00:00,2.84,226.8,7.22,0.91,True
BH1,2026-05-15T14:00:00,2.46,216.79,6.56,0.93,True
BH1,2026-05-15T15:00:00,3.07,236.16,7.51,0.92,True
BH1,2026-05-15T16:00:00,3.65,223.19,9.44,0.87,True
BH1,2026-05-15T17:00:00,7.57,237.92,18.37,0.93,False
BH1,2026-05-15T18:00:00,12.17,224.51,31.3,0.93,False
BH1,2026-05-15T19:00:00,14.27,231.33,35.62,0.94,False
BH1,2026-05-15T20:00:00,16.55,231.41,41.29,0.98,False
BH1,2026-05-15T21:00:00,17.98,234.54,44.26,0.99,False
BH1,2026-05-15T22:00:00,11.93,237.61,28.99,0.89,False
BH1,2026-05-15T23:00:00,6.22,223.67,16.07,0.95,False
BH1,2026-05-16T00:00:00,6.26,225.46,16.03,0.86,False
BH1,2026-05-16T01:00:00,5.11,231.7,12.73,0.91,False
BH1,2026-05-16T02:00:00,4.16,236.78,10.14,0.94,False
BH1,2026-05-16T03:00:00,2.75,226.98,6.99,0.93,False
BH1,2026-05-16T04:00:00,3.44,231.41,8.58,0.91,False
BH1,2026-05-16T05:00:00,3.34,224.6,8.58,0.9,False
BH1,2026-05-16T06:00:00,3.6,236.15,8.8,0.85,False
BH1,2026-05-16T07:00:00,5.18,229.21,13.04,0.95,False
BH1,2026-05-16T08:00:00,6.75,227.21,17.16,0.91,False
BH1,2026-05-16T09:00:00,6.31,236.16,15.43,0.95,False
BH1,2026-05-16T10:00:00,8.43,231.32,21.04,0.94,False
BH1,2026-05-16T11:00:00,10.55,235.09,25.91,0.94,False
BH1,2026-05-16T12:00:00,11.42,232.9,28.32,0.88,False
BH1,2026-05-16T13:00:00,9.91,228.35,25.05,0.92,False
BH1,2026-05-16T14:00:00,7.96,216.32,21.23,0.98,False
BH1,2026-05-16T15:00:00,8.51,234.66,20.93,0.96,False
BH1,2026-05-16T16:00:00,8.4,231.54,20.95,0.92,False
BH1,2026-05-16T17:00:00,10.97,222.16,28.52,0.93,False
BH1,2026-05-16T18:00:00,12.21,228.53,30.86,0.87,False
BH1,2026-05-16T19:00:00,15.02,228.45,37.96,0.89,False
BH1,2026-05-16T20:00:00,13.31,234.43,32.79,0.9,False
BH1,2026-05-16T21:00:00,13.02,228.75,32.86,0.93,False
BH1,2026-05-16T22:00:00,12.05,223.59,31.11,0.94,False
BH1,2026-05-16T23:00:00,8.19,235.65,20.08,0.95,False
BH1,2026-05-17T00:00:00,6.36,222.78,16.47,0.94,False
BH1,2026-05-17T01:00:00,5.03,227.48,12.77,0.97,False
BH1,2026-05-17T02:00:00,4.0,237.65,9.72,0.93,False
BH1,2026-05-17T03:00:00,3.17,235.31,7.79,0.89,False
BH1,2026-05-17T04:00:00,3.45,235.02,8.46,0.89,False
BH1,2026-05-17T05:00:00,3.38,233.92,8.33,0.95,False
BH1,2026-05-17T06:00:00,4.22,234.49,10.39,0.95,False
BH1,2026-05-17T07:00:00,5.64,227.5,14.3,0.92,False
BH1,2026-05-17T08:00:00,8.22,230.13,20.63,0.95,False
BH1,2026-05-17T09:00:00,8.78,225.89,22.44,0.96,False
BH1,2026-05-17T10:00:00,10.4,228.54,26.28,0.88,False
BH1,2026-05-17T11:00:00,11.68,226.61,29.75,0.89,False
BH1,2026-05-17T12:00:00,13.03,234.95,32.01,0.92,False
BH1,2026-05-17T13:00:00,10.85,231.83,27.02,0.91,False
BH1,2026-05-17T14:00:00,10.5,237.4,25.53,0.95,False
BH1,2026-05-17T15:00:00,8.93,230.7,22.35,0.9,False
BH1,2026-05-17T16:00:00,10.33,220.97,26.99,0.92,False
BH1,2026-05-17T17:00:00,10.64,226.28,27.15,0.92,False
BH1,2026-05-17T18:00:00,12.57,228.14,31.82,0.87,False
BH1,2026-05-17T19:00:00,14.51,243.67,34.37,0.94,False
BH1,2026-05-17T20:00:00,16.63,229.05,41.92,0.87,False
BH1,2026-05-17T21:00:00,15.88,233.12,39.32,0.96,False
BH1,2026-05-17T22:00:00,10.26,235.34,25.18,0.95,False
BH1,2026-05-17T23:00:00,6.65,222.84,17.24,0.88,False
BH1,2026-05-18T00:00:00,4.56,229.96,11.45,0.91,False
BH1,2026-05-18T01:00:00,3.44,230.58,8.63,0.9,False
BH1,2026-05-18T02:00:00,2.98,242.5,7.09,0.92,False
BH1,2026-05-18T03:00:00,2.61,227.08,6.63,0.83,False
BH1,2026-05-18T04:00:00,2.91,226.82,7.41,0.96,False
BH1,2026-05-18T05:00:00,3.07,241.41,7.35,0.94,False
BH1,2026-05-18T06:00:00,6.63,218.81,17.5,0.92,False
BH1,2026-05-18T07:00:00,10.76,228.7,27.16,0.9,False
BH1,2026-05-18T08:00:00,10.09,228.97,25.45,0.94,False
BH1,2026-05-18T09:00:00,4.74,230.28,11.89,0.93,False
BH1,2026-05-18T10:00:00,2.77,228.04,7.02,0.93,True
BH1,2026-05-18T11:00:00,2.49,235.12,6.12,0.91,True
BH1,2026-05-18T12:00:00,3.08,236.62,7.51,0.89,True
BH1,2026-05-18T13:00:00,2.64,222.97,6.83,0.92,True
BH1,2026-05-18T14:00:00,2.12,229.69,5.33,0.98,True
BH1,2026-05-18T15:00:00,2.54,235.59,6.22,0.9,True
BH1,2026-05-18T16:00:00,4.07,228.78,10.27,0.95,True
BH1,2026-05-18T17:00:00,6.23,232.1,15.51,0.93,False
BH1,2026-05-18T18:00:00,10.78,232.99,26.72,0.9,False
BH1,2026-05-18T19:00:00,12.88,223.28,33.3,0.9,False
BH1,2026-05-18T20:00:00,15.72,229.35,39.57,0.9,False
BH1,2026-05-18T21:00:00,14.25,233.97,35.16,0.91,False
BH1,2026-05-18T22:00:00,8.5,231.92,21.16,0.93,False
BH1,2026-05-18T23:00:00,5.47,220.31,14.33,0.95,False
BH1,2026-05-19T00:00:00,4.35,233.72,10.75,0.99,False
BH1,2026-05-19T01:00:00,3.84,224.05,9.9,0.94,False
BH1,2026-05-19T02:00:00,2.83,227.76,7.16,0.92,False
BH1,2026-05-19T03:00:00,2.74,234.18,6.76,0.88,False
BH1,2026-05-19T04:00:00,2.57,225.02,6.59,0.92,False
BH1,2026-05-19T05:00:00,2.74,234.1,6.77,0.91,False
BH1,2026-05-19T06:00:00,6.71,230.3,16.83,0.92,False
BH1,2026-05-19T07:00:00,10.53,227.77,26.7,0.85,False
BH1,2026-05-19T08:00:00,9.86,223.28,25.5,0.93,False
BH1,2026-05-19T09:00:00,4.4,240.89,10.54,0.99,False
BH1,2026-05-19T10:00:00,2.94,224.88,7.54,0.89,True
BH1,2026-05-19T11:00:00,2.43,229.86,6.11,0.91,True
BH1,2026-05-19T12:00:00,2.62,230.44,6.58,0.89,True
BH1,2026-05-19T13:00:00,2.84,225.83,7.27,0.9,True
BH1,2026-05-19T14:00:00,2.15,223.47,5.56,0.91,True
BH1,2026-05-19T15:00:00,2.25,229.7,5.66,0.9,True
BH1,2026-05-19T16:00:00,3.42,230.7,8.55,0.91,True
BH1,2026-05-19T17:00:00,6.78,225.05,17.39,0.91,False
BH1,2026-05-19T18:00:00,9.7,234.04,23.93,0.95,False
BH1,2026-05-19T19:00:00,11.15,227.98,28.24,0.86,False
BH1,2026-05-19T20:00:00,14.22,230.23,35.67,0.96,False
BH1,2026-05-19T21:00:00,13.33,229.39,33.54,0.91,False
BH1,2026-05-19T22:00:00,8.9,231.29,22.21,0.93,False
BH1,2026-05-19T23:00:00,6.66,222.56,17.29,0.84,False
BH1,2026-05-20T00:00:00,4.7,225.73,12.01,0.95,False
BH1,2026-05-20T01:00:00,3.74,229.82,9.41,0.95,False
BH1,2026-05-20T02:00:00,2.77,233.24,6.85,0.94,False
BH1,2026-05-20T03:00:00,2.71,228.21,6.85,0.87,False
BH1,2026-05-20T04:00:00,2.08,227.89,5.27,0.97,False
BH1,2026-05-20T05:00:00,3.05,230.12,7.66,0.89,False
BH1,2026-05-20T06:00:00,7.49,232.86,18.57,0.94,False
BH1,2026-05-20T07:00:00,10.54,232.03,26.22,0.94,False
BH1,2026-05-20T08:00:00,9.72,228.74,24.53,0.93,False
BH1,2026-05-20T09:00:00,4.62,228.29,11.68,0.88,False
BH1,2026-05-20T10:00:00,3.14,233.28,7.76,0.91,True
BH1,2026-05-20T11:00:00,2.67,234.12,6.6,0.92,True
BH1,2026-05-20T12:00:00,3.06,226.65,7.8,0.92,True
BH1,2026-05-20T13:00:00,2.64,235.06,6.49,0.89,True
BH1,2026-05-20T14:00:00,2.25,230.42,5.63,0.97,True
BH1,2026-05-20T15:00:00,2.42,231.3,6.03,0.89,True
BH1,2026-05-20T16:00:00,3.51,235.71,8.59,0.91,True
BH1,2026-05-20T17:00:00,7.58,233.52,18.73,0.92,False
BH1,2026-05-20T18:00:00,10.05,228.03,25.45,0.95,False
BH1,2026-05-20T19:00:00,11.15,233.04,27.62,0.96,False
BH1,2026-05-20T20:00:00,12.74,228.31,32.23,0.9,False
BH1,2026-05-20T21:00:00,14.4,221.39,37.55,0.9,False
BH1,2026-05-20T22:00:00,8.07,224.51,20.76,0.9,False
BH1,2026-05-20T23:00:00,6.15,226.54,15.67,0.89,False
BH1,2026-05-21T00:00:00,4.9,233.49,12.13,0.92,False
BH1,2026-05-21T01:00:00,4.26,226.22,10.88,0.9,False
BH1,2026-05-21T02:00:00,3.23,223.61,8.35,0.96,False
BH1,2026-05-21T03:00:00,2.96,232.78,7.34,0.91,False
BH1,2026-05-21T04:00:00,3.02,233.42,7.48,0.92,False
BH1,2026-05-21T05:00:00,3.08,224.31,7.93,0.95,False
BH1,2026-05-21T06:00:00,7.07,228.47,17.86,0.89,False
BH1,2026-05-21T07:00:00,11.73,229.65,29.5,0.92,False
BH1,2026-05-21T08:00:00,9.77,225.96,24.96,0.94,False
BH1,2026-05-21T09:00:00,4.38,226.17,11.19,0.92,False
BH1,2026-05-21T10:00:00,3.8,232.45,9.44,0.87,True
BH1,2026-05-21T11:00:00,2.99,229.65,7.52,0.91,True
BH1,2026-05-21T12:00:00,3.08,231.02,7.71,0.91,True
BH1,2026-05-21T13:00:00,3.05,223.47,7.88,0.88,True
BH1,2026-05-21T14:00:00,2.46,231.36,6.14,0.95,True
BH1,2026-05-21T15:00:00,2.7,225.66,6.91,0.88,True
BH1,2026-05-21T16:00:00,4.06,224.22,10.46,0.94,True
BH1,2026-05-21T17:00:00,7.85,237.6,19.07,0.89,False
BH1,2026-05-21T18:00:00,11.89,240.8,28.5,0.91,False
BH1,2026-05-21T19:00:00,14.28,226.94,36.34,0.89,False
BH1,2026-05-21T20:00:00,15.74,230.23,39.47,0.93,False
BH1,2026-05-21T21:00:00,15.75,235.55,38.6,0.92,False
BH1,2026-05-21T22:00:00,9.01,230.51,22.58,0.89,False
BH1,2026-05-21T23:00:00,7.87,224.8,20.22,0.96,False
BH1,2026-05-22T00:00:00,4.78,224.88,12.26,0.93,False
BH1,2026-05-22T01:00:00,3.04,237.4,7.39,0.89,False
BH1,2026-05-22T02:00:00,2.8,232.66,6.95,0.9,False
BH1,2026-05-22T03:00:00,2.45,228.49,6.2,0.91,False
BH1,2026-05-22T04:00:00,2.78,233.81,6.87,0.97,False
BH1,2026-05-22T05:00:00,3.41,231.47,8.5,0.97,False
BH1,2026-05-22T06:00:00,7.2,224.44,18.52,0.88,False
BH1,2026-05-22T07:00:00,9.61,227.2,24.43,0.92,False
BH1,2026-05-22T08:00:00,7.35,235.49,18.01,0.9,False
BH1,2026-05-22T09:00:00,3.9,230.53,9.77,0.96,False
BH1,2026-05-22T10:00:00,2.99,220.94,7.82,0.89,True
BH1,2026-05-22T11:00:00,2.64,235.7,6.46,0.94,True
BH1,2026-05-22T12:00:00,2.39,235.21,5.85,0.94,True
BH1,2026-05-22T13:00:00,3.05,228.93,7.7,0.9,True
BH1,2026-05-22T14:00:00,2.3,227.79,5.82,0.89,True
BH1,2026-05-22T15:00:00,2.92,234.98,7.17,0.88,True
BH1,2026-05-22T16:00:00,3.49,233.65,8.62,0.91,True
BH1,2026-05-22T17:00:00,5.82,237.85,14.12,0.94,False
BH1,2026-05-22T18:00:00,11.14,230.57,27.89,0.93,False
BH1,2026-05-22T19:00:00,11.8,226.71,30.05,0.96,False
BH1,2026-05-22T20:00:00,14.75,226.71,37.56,0.94,False
BH1,2026-05-22T21:00:00,11.88,225.33,30.43,0.93,False
BH1,2026-05-22T22:00:00,9.87,228.02,24.98,0.86,False
BH1,2026-05-22T23:00:00,6.13,235.48,15.02,0.88,False
BH1,2026-05-23T00:00:00,6.17,242.83,14.67,0.89,False
BH1,2026-05-23T01:00:00,4.06,234.99,9.99,0.88,False
BH1,2026-05-23T02:00:00,3.66,232.79,9.08,0.93,False
BH1,2026-05-23T03:00:00,3.06,225.89,7.83,0.92,False
BH1,2026-05-23T04:00:00,3.1,230.62,7.77,0.89,False
BH1,2026-05-23T05:00:00,3.0,222.27,7.79,0.93,False
BH1,2026-05-23T06:00:00,3.82,233.64,9.45,0.85,False
BH1,2026-05-23T07:00:00,5.02,229.13,12.65,0.9,False
BH1,2026-05-23T08:00:00,7.37,228.6,18.61,0.91,False
BH1,2026-05-23T09:00:00,9.49,231.33,23.69,0.95,False
BH1,2026-05-23T10:00:00,10.87,226.83,27.67,0.95,False
BH1,2026-05-23T11:00:00,11.22,229.79,28.19,0.94,False
BH1,2026-05-23T12:00:00,11.47,229.71,28.83,0.93,False
BH1,2026-05-23T13:00:00,10.76,235.1,26.43,0.89,False
BH1,2026-05-23T14:00:00,10.27,224.24,26.45,0.92,False
BH1,2026-05-23T15:00:00,9.06,217.44,24.06,0.91,False
BH1,2026-05-23T16:00:00,10.03,229.45,25.23,0.89,False
BH1,2026-05-23T17:00:00,11.95,226.04,30.52,0.93,False
BH1,2026-05-23T18:00:00,12.79,229.57,32.18,0.93,False
BH1,2026-05-23T19:00:00,13.8,234.53,33.98,0.9,False
BH1,2026-05-23T20:00:00,17.22,228.14,43.57,0.86,False
BH1,2026-05-23T21:00:00,14.37,236.54,35.07,0.95,False
BH1,2026-05-23T22:00:00,9.53,226.3,24.31,0.86,False
BH1,2026-05-23T23:00:00,8.13,226.61,20.72,0.93,False
BH1,2026-05-24T00:00:00,5.85,229.16,14.73,0.9,False
BH1,2026-05-24T01:00:00,4.58,234.14,11.31,0.95,False
BH1,2026-05-24T02:00:00,3.72,226.75,9.47,0.92,False
BH1,2026-05-24T03:00:00,3.07,234.02,7.57,0.92,False
BH1,2026-05-24T04:00:00,3.07,235.91,7.52,0.87,False
BH1,2026-05-24T05:00:00,3.2,233.27,7.93,0.86,False
BH1,2026-05-24T06:00:00,3.78,229.5,9.52,0.86,False
BH1,2026-05-24T07:00:00,6.17,238.18,14.95,0.91,False
BH1,2026-05-24T08:00:00,7.46,222.02,19.4,0.92,False
BH1,2026-05-24T09:00:00,8.68,236.57,21.18,0.97,False
BH1,2026-05-24T10:00:00,9.19,228.24,23.26,0.87,False
BH1,2026-05-24T11:00:00,9.44,229.34,23.76,0.9,False
BH1,2026-05-24T12:00:00,11.53,236.26,28.17,0.91,False
BH1,2026-05-24T13:00:00,11.39,236.83,27.77,0.9,False
BH1,2026-05-24T14:00:00,9.24,229.36,23.27,0.96,False
BH1,2026-05-24T15:00:00,9.14,231.85,22.75,0.98,False
BH1,2026-05-24T16:00:00,10.15,241.49,24.26,0.91,False
BH1,2026-05-24T17:00:00,10.39,223.38,26.86,0.92,False
BH1,2026-05-24T18:00:00,13.64,227.82,34.56,0.91,False
BH1,2026-05-24T19:00:00,14.95,218.64,39.47,0.89,False
BH1,2026-05-24T20:00:00,18.46,222.01,47.99,0.98,False
BH1,2026-05-24T21:00:00,14.81,235.61,36.29,0.92,False
BH1,2026-05-24T22:00:00,9.82,232.62,24.38,0.89,False
BH1,2026-05-24T23:00:00,7.57,223.45,19.56,0.85,False
BH1,2026-05-25T00:00:00,4.61,227.24,11.72,0.96,False
BH1,2026-05-25T01:00:00,3.61,231.96,8.98,0.93,False
BH1,2026-05-25T02:00:00,2.61,231.51,6.51,0.88,False
BH1,2026-05-25T03:00:00,2.8,226.41,7.14,0.94,False
BH1,2026-05-25T04:00:00,2.46,231.2,6.14,0.9,False
BH1,2026-05-25T05:00:00,3.12,229.81,7.84,0.93,False
BH1,2026-05-25T06:00:00,6.9,228.16,17.45,0.92,False
BH1,2026-05-25T07:00:00,10.96,223.82,28.28,0.95,False
BH1,2026-05-25T08:00:00,8.93,222.7,23.15,0.91,False
BH1,2026-05-25T09:00:00,3.48,224.79,8.95,0.95,False
BH1,2026-05-25T10:00:00,2.92,224.01,7.52,0.93,True
BH1,2026-05-25T11:00:00,2.44,222.82,6.33,0.93,True
BH1,2026-05-25T12:00:00,2.7,227.04,6.87,0.91,True
BH1,2026-05-25T13:00:00,2.74,234.07,6.77,0.91,True
BH1,2026-05-25T14:00:00,2.12,230.63,5.31,0.89,True
BH1,2026-05-25T15:00:00,2.6,229.12,6.54,0.89,True
BH1,2026-05-25T16:00:00,3.52,234.46,8.66,0.89,True
BH1,2026-05-25T17:00:00,6.88,225.33,17.62,0.91,False
BH1,2026-05-25T18:00:00,10.41,225.55,26.66,0.91,False
BH1,2026-05-25T19:00:00,12.86,231.88,32.03,0.94,False
BH1,2026-05-25T20:00:00,15.03,232.85,37.27,0.93,False
BH1,2026-05-25T21:00:00,13.69,239.14,33.06,0.96,False
BH1,2026-05-25T22:00:00,10.27,229.26,25.87,0.92,False
BH1,2026-05-25T23:00:00,5.11,221.18,13.33,0.91,False
BH1,2026-05-26T00:00:00,4.46,226.35,11.39,0.94,False
BH1,2026-05-26T01:00:00,4.06,236.68,9.89,0.87,False
BH1,2026-05-26T02:00:00,3.26,226.81,8.31,0.89,False
BH1,2026-05-26T03:00:00,2.78,229.91,6.98,0.95,False
BH1,2026-05-26T04:00:00,2.67,227.87,6.75,0.94,False
